City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Tuktoyaktuk,CA,69.4541,-133.0374,-15.84,99,100,10.11,overcast clouds
230,Hovd,MN,48.0056,91.6419,-12.96,77,10,3.29,clear sky
231,Amapa,BR,1.0,-52.0,77.11,95,94,3.42,overcast clouds
232,Sao Borja,BR,-28.6606,-56.0044,85.95,28,0,13.51,clear sky
233,La Asuncion,VE,11.0333,-63.8628,80.51,73,77,14.81,broken clouds
234,Avera,US,33.194,-82.5271,47.91,47,61,11.32,broken clouds
235,Walvis Bay,NA,-22.9575,14.5053,71.1,73,37,11.3,scattered clouds
236,Nanortalik,GL,60.1432,-45.2371,13.73,72,100,18.48,overcast clouds
237,Buala,SB,-8.145,159.5921,80.4,84,97,8.72,light rain
238,Mizdah,LY,31.4451,12.9801,59.85,18,95,2.59,overcast clouds
239,Mount Gambier,AU,-37.8333,140.7667,61.95,62,1,5.93,clear sky
240,Quelimane,MZ,-17.8786,36.8883,74.79,95,98,5.61,light rain
241,Villa Carlos Paz,AR,-31.4241,-64.4978,78.06,20,0,1.99,clear sky
242,Oskemen,KZ,49.9565,82.6119,-9.08,76,3,4.68,clear sky
243,Sakakah,SA,29.9697,40.2064,52.81,47,4,8.84,clear sky
244,Road Town,VG,18.4167,-64.6167,77.09,77,47,18.66,scattered clouds
245,Areosa,PT,41.7178,-8.8571,61.09,63,23,12.19,few clouds
246,Lorengau,PG,-2.0226,147.2712,81.52,79,97,6.11,overcast clouds
247,Anadyr,RU,64.75,177.4833,-29.27,99,56,5.95,broken clouds
248,Samarai,PG,-10.6167,150.6667,81.3,80,100,12.75,overcast clouds
249,Dobronin,CZ,49.4783,15.6499,42.87,78,99,22.79,light rain
250,Bata,GQ,1.8639,9.7658,81.48,75,7,10.0,clear sky
251,Makakilo City,US,21.3469,-158.0858,72.28,78,0,3.44,clear sky
252,Cidreira,BR,-30.1811,-50.2056,81.48,51,18,12.66,few clouds
253,Lompoc,US,34.6391,-120.4579,71.08,49,0,8.05,clear sky
254,Edd,ER,13.9297,41.6925,75.42,71,70,13.8,broken clouds
255,Ilulissat,GL,69.2167,-51.1,1.42,46,100,6.91,overcast clouds
256,Gilgit,PK,35.9221,74.3087,31.73,82,90,1.86,overcast clouds
257,Palanga,LT,55.9175,21.0686,39.22,93,100,9.22,overcast clouds
258,Lahat,ID,-3.8,103.5333,72.45,94,100,2.71,overcast clouds
259,Black River,JM,18.0264,-77.8487,80.98,50,4,7.45,clear sky
260,Mutoko,ZW,-17.397,32.2268,66.45,80,61,5.35,light rain
261,Kimbe,PG,-5.5502,150.1429,77.29,92,70,1.74,light rain
262,Buchanan,LR,5.8808,-10.0467,87.76,69,64,12.01,broken clouds
263,Kula,TR,38.5473,28.6498,38.7,57,3,0.51,clear sky
264,Portland,US,45.5234,-122.6762,46.17,88,100,7.0,fog
265,Xining,CN,36.6167,101.7667,10.51,89,10,0.87,clear sky
266,Sao Filipe,CV,14.8961,-24.4956,75.13,68,0,10.58,clear sky
267,Petrozavodsk,RU,61.7849,34.3469,20.48,85,91,8.28,overcast clouds
268,Westport,US,41.1415,-73.3579,29.03,61,66,3.0,broken clouds
269,Shurugwi,ZW,-19.6702,30.0059,61.45,71,70,2.68,broken clouds
270,Corinto,GR,37.9407,22.9573,57.88,70,87,4.68,overcast clouds
271,Mahanje,TZ,-9.9333,35.3333,66.22,95,100,0.65,light rain
272,Le Port,RE,-20.9373,55.2919,80.6,74,100,12.39,overcast clouds
273,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.84,56,85,11.43,overcast clouds
274,Conway,US,35.0887,-92.4421,42.73,65,0,6.91,clear sky
275,El Alto,PE,-4.2714,-81.2147,82.06,64,61,15.05,broken clouds
276,Cassilandia,BR,-19.1133,-51.7342,84.54,68,66,2.57,broken clouds
277,Chanute,US,37.6792,-95.4572,38.5,60,0,6.91,clear sky
278,Kulhudhuffushi,MV,6.6221,73.07,80.87,67,80,9.62,broken clouds
279,Quatre Cocos,MU,-20.2078,57.7625,79.09,82,51,11.61,broken clouds
280,Lahij,YE,13.1667,44.5833,74.64,56,100,5.97,overcast clouds
281,Torbay,CA,47.6666,-52.7314,17.76,84,75,16.11,light snow
282,Kidal,ML,18.4411,1.4078,78.64,8,0,11.32,clear sky
283,Byron Bay,AU,-28.65,153.6167,67.87,79,89,15.03,overcast clouds
284,Port Hardy,CA,50.6996,-127.4199,45.75,84,100,14.29,overcast clouds
285,Soto La Marina,MX,23.7667,-98.2167,60.21,41,42,4.25,scattered clouds
286,Half Moon Bay,US,37.4636,-122.4286,57.58,75,0,1.01,clear sky
287,Souillac,MU,-20.5167,57.5167,79.36,84,36,11.41,scattered clouds
288,Ekuvukeni,ZA,-28.4675,30.1551,64.58,91,52,4.61,light rain
289,Plastun,RU,44.7561,136.2939,5.27,72,21,9.64,few clouds
290,Jvari,GE,42.7169,42.052,30.45,99,100,2.73,snow
291,Auburn,US,47.3073,-122.2284,42.71,97,100,5.75,fog
